idrss_entries,title,public_date,category,provider,number_of_articles
"611","Vote Counting Continues in Kenyan Presidential Election","Wed Mar 06 05:00:28 EST 2013","World","Voice of America","238"
"612","Venezuelans mourn Chavez as focus turns to election","Wed Mar 06 05:02:30 EST 2013","World","Reuters","1,584"
"613","Karzai calls on Afghan troops to clean up own act","Wed Mar 06 04:16:32 EST 2013","World","Timesonline.com","54"
"615","Did the Duchess of Cambridge let slip she's having a daughter... or a son?","Wed Mar 06 04:04:21 EST 2013","World","This is Grimsby","-1"
"631","Soviet Soldier Found 33 Years After Going Missing in Afghanistan","Wed Mar 06 05:03:57 EST 2013","World","TIME","21"
"639","EU says Iran nuclear 'procrastination' unacceptable","Wed Mar 06 05:21:01 EST 2013","World","Reuters","143"
"640","Kenya elections: Electronic system slows count","Wed Mar 06 05:17:32 EST 2013","World","BBC News","240"
"651","Soviet Soldier, Missing for 33 Years, Found in Afghanistan","Tue Mar 05 12:14:18 EST 2013","World","RIA Novosti","21"
"661","Cardinals Raise Questions Over Secret Report on Vatican Probe","Wed Mar 06 05:24:11 EST 2013","World","Wall Street Journal","681"
"662","Venezuelans mourn President Hugo Chavez","Wed Mar 06 05:40:56 EST 2013","World","BBC News","1,650"
"667","Lebanon urges Arab League to reinstate Syria","Wed Mar 06 05:43:00 EST 2013","World","Reuters","68"
"668","Russia Opens Case Into Browder's Hermitage Buying Gazprom Stock","Tue Mar 05 09:51:57 EST 2013","World","Bloomberg","40"
"669","Kate's pregnancy: would you want to know the gender of your unborn baby?","Wed Mar 06 05:42:52 EST 2013","World","The Guardian","350"
"676","Snags in Vote Tabulation Spur Anxiety in Kenya","Wed Mar 06 05:48:47 EST 2013","World","New York Times","249"
"679","Australian FM: Ben Zygier worked for Israel's government","Wed Mar 06 05:44:51 EST 2013","World","Jerusalem Post","20"
"682","Duchess of Cambridge visit: Don't miss our live online coverage and breaking ...","Mon Mar 04 23:16:32 EST 2013","World","This is Grimsby","-1"
"683","Russian soldier 'missing in action' for 30 years found in Afghanistan","Tue Mar 05 14:19:48 EST 2013","World","The Independent","-1"
"689","Israeli scorns US faith in diplomatic solution to Iran's nuclear ambitions","Mon Mar 04 16:26:33 EST 2013","World","Telegraph.co.uk","293"
"691","Netanyahu Warns Iran Stalling While Biden Presses Talks","Mon Mar 04 15:46:25 EST 2013","World","Bloomberg","294"
"692","Israel battles swarm of locusts from Egypt","Wed Mar 06 05:54:37 EST 2013","World","The Guardian","99"
"693","Kenyans await outcome of tight presidential vote","Wed Mar 06 05:26:15 EST 2013","World","Reuters","249"
"697","Biden: Obama 'not bluffing' on Iran","Mon Mar 04 12:17:22 EST 2013","World","Jewish Telegraphic Agency","293"
"708","Malaysians Kill 13 Filipino Fighters Amid Fears of Wider Conflict","Wed Mar 06 06:04:18 EST 2013","World","New York Times","1,055"
"716","COLUMN-China stops and starts commodity rally? Not really: Clyde Russell","Tue Mar 05 23:01:35 EST 2013","World","Reuters","374"
"717","'Deeply concerned': Oscar Pistorius' family fury over father's South African gun ...","Tue Mar 05 06:18:26 EST 2013","World","Mirror.co.uk","83"
"724","When God gives you locusts, make locust stew","Wed Mar 06 05:58:59 EST 2013","World","Haaretz (blog)","101"
"725","South Africans seek answers in Pistorius shooting","Wed Mar 06 06:10:10 EST 2013","World","Sydney Morning Herald","83"
"726","Pollution, Risk Are Downside of China's 'Blind Expansion'","Tue Mar 05 11:10:02 EST 2013","World","Businessweek","375"
"734","Biden's favorite Israel story","Wed Mar 06 05:27:58 EST 2013","World","Jerusalem Post","295"
"736","UN diplomats passing out drunk during budget talks","Wed Mar 06 04:52:08 EST 2013","World","The Voice of Russia","35"
"744","Hugo Chávez: Nine Unlikely Facts about Venezuela's Unusual Late Leader","Wed Mar 06 05:46:47 EST 2013","World","TIME","111"
"745","US Catholics want a younger, more liberal pope","Tue Mar 05 18:35:50 EST 2013","World","CBS News","686"
"746","Filipino sultan's quest sparks crisis in Malaysia","Wed Mar 06 06:21:22 EST 2013","World","Houston Chronicle","989"
"749","How to pick the pope","Wed Mar 06 05:53:12 EST 2013","World","Indian Express","686"
"767","US warns Iran of more 'isolation' in nuclear dispute","Wed Mar 06 06:34:48 EST 2013","World","Reuters","146"
"774","Cardinals in Rome begin talks about choosing next Pope","Mon Mar 04 08:36:11 EST 2013","World","BBC News","685"
"775","Key dates in Hugo Chavez's political life","Tue Mar 05 18:00:54 EST 2013","World","Businessweek","203"
"776","UN agency: Syrian refugee figure hits 1 million","Wed Mar 06 06:47:13 EST 2013","World","Houston Chronicle","80"
"780","Hugo Chavez: conspiracy theory claims president died in Cuba","Tue Mar 05 19:54:46 EST 2013","World","Telegraph.co.uk","200"
"781","US wants drunken diplomats to tone it down","Mon Mar 04 19:36:41 EST 2013","World","ABC Online","-1"
"787","US cardinals opposed to quick decision on papal election","Wed Mar 06 06:38:48 EST 2013","World","The Hindu","682"
"788","Malaysia Kills 13 Filipino Fighters in Sabah Raid","Wed Mar 06 06:45:13 EST 2013","World","Voice of America","997"
"789","Chavez empowered the poor, divided a nation","Tue Mar 05 21:09:45 EST 2013","World","CNN International","199"
"791","Pistorius family split by comments on gun protection","Tue Mar 05 19:50:40 EST 2013","World","Irish Times","84"
"803","Venezuelans pour into Plaza Bolivar to honor Chávez's socialist revolution (+ ...","Wed Mar 06 06:45:18 EST 2013","World","Christian Science Monitor","1,707"
"804","Hugo Chavez: A life in politics","Wed Mar 06 03:02:36 EST 2013","World","BBC News","202"
"805","Budget at the UN no sober subject","Tue Mar 05 08:41:51 EST 2013","World","Sydney Morning Herald","35"
"806","Uhuru Kenyatta accuses British envoy of 'shadowy, sinister' role in Kenya election","Wed Mar 06 06:58:21 EST 2013","World","Telegraph.co.uk","252"
"807","Oscar Pistorius' father accused of racism over gun comments","Tue Mar 05 10:35:14 EST 2013","World","NBCNews.com","84"
"815","Venezuelans hopeful for change after Chavez's death","Wed Mar 06 05:04:33 EST 2013","World","MyFox Tampa Bay","201"
"826","Italy's Bersani Set On Forming Government, Asks Grillo to Be Clear","Wed Mar 06 06:25:36 EST 2013","World","Wall Street Journal","82"
"827","State of Syria: Exodus reaches 1 million; battles rage on","Wed Mar 06 06:24:04 EST 2013","World","CNN International","85"
"833","Australian FM confirms Ben Zygier worked for Israeli government","Wed Mar 06 06:47:47 EST 2013","World","Jewish Telegraphic Agency","26"
"840","US Ambassador Politely Asks UN Colleagues to Stop Showing Up Drunk to ...","Mon Mar 04 21:17:46 EST 2013","World","The Atlantic Wire","-1"
"843","Venezuelans mourn Chavez, prepare for election","Wed Mar 06 07:20:48 EST 2013","World","Reuters","1,730"
"845","Officials broke rules on Zygier as case was flicked to ASIO","Wed Mar 06 07:11:37 EST 2013","World","Sydney Morning Herald","29"
"847","Boozy Diplomats Warned At UN","Wed Mar 06 07:15:05 EST 2013","World","RadioFreeEurope\RadioLiberty","36"
"854","My Take: What the next pope will face","Wed Mar 06 07:17:05 EST 2013","World","CNN (blog)","709"
"855","Chinese mourn murder of carjacked baby","Wed Mar 06 06:29:25 EST 2013","World","Los Angeles Times","39"
"865","Uhuru Kenyatta takes early lead as Kenyan election results trickle in","Wed Mar 06 07:33:05 EST 2013","World","CNN","254"
"868","UN Nuclear Official Seeks Access to Iranian Site","Mon Mar 04 06:29:57 EST 2013","World","New York Times","154"
"874","Conclave date uncertain as cardinals seek reforms","Wed Mar 06 07:22:17 EST 2013","World","Hindustan Times","708"
"875","India prods Sri Lanka to 'engage' US on rights issue in UN","Wed Mar 06 06:46:36 EST 2013","World","The Hindu","194"
"876","Inside the Chaos of the Anti-Assad Rebellion","Wed Mar 06 07:31:27 EST 2013","World","TIME","532"
"877","US warns Iran of more 'isolation' in nuclear dispute","Wed Mar 06 07:30:58 EST 2013","World","The Daily Star","154"
"878","UN: The number of Syrian refugees tops million mark","Wed Mar 06 07:32:13 EST 2013","World","Los Angeles Times","86"
"885","What does N. Korea's threat to end ceasefire mean for the region?","Wed Mar 06 06:35:18 EST 2013","World","CTV News","290"
"893","Last cardinal-elector due at Vatican tomorrow","Wed Mar 06 07:38:40 EST 2013","World","CNN (blog)","711"
"898","Hugo Chávez will 'return on resurrection day', says Ahmadinejad","Wed Mar 06 07:40:13 EST 2013","World","The Guardian","1,754"
"904","Oscar Pistorius distances himself from father's comments on the ANC and guns","Tue Mar 05 05:14:23 EST 2013","World","Telegraph.co.uk","84"
"905","US: Iran Committed to 'Defiance, Delay' with Nuclear Program","Wed Mar 06 07:46:06 EST 2013","World","Voice of America","155"
"906","Syria conflict: Refugees number a million, says UN","Wed Mar 06 07:46:31 EST 2013","World","BBC News","91"
"934","Free Syrian Army chief: 'We need arms and aid'","Wed Mar 06 07:59:37 EST 2013","World","BBC News","550"
"935","US-Venezuela ties may warm post-Chavez","Wed Mar 06 08:03:43 EST 2013","World","Los Angeles Times","214"
"940","Cardinals Fail to Set Conclave Date as Members Converge on Rome","Wed Mar 06 07:51:53 EST 2013","World","Bloomberg","719"
"941","Xi must smash vested interest of China's elite","Wed Mar 06 08:09:26 EST 2013","World","The Australian (blog)","392"
"944","Britain stepping up non-lethal aid to Syria rebels","Wed Mar 06 08:08:00 EST 2013","World","The Associated Press","542"
"958","Cops must mend gay relations","Wed Mar 06 08:12:13 EST 2013","World","The Australian","129"
"959","UK to send armoured vehicles to Syrian opposition","Wed Mar 06 08:14:15 EST 2013","World","BBC News","548"
"970","Gay activists will march in protest to a Sydney police station on Friday","Wed Mar 06 05:51:37 EST 2013","World","Daily Mail","129"
"974","Bolshoi Ballet dancer, 2 others confess to acid attack, police say","Wed Mar 06 08:32:04 EST 2013","World","Los Angeles Times","146"
"975","Star Bolshoi dancer Pavel Dmitrichenko admits acid attack","Wed Mar 06 08:23:56 EST 2013","World","Washington Post","149"
"976","China's new priority: social wellbeing over growth","Tue Mar 05 07:25:14 EST 2013","World","Businessweek","392"
"988","Talkative US cardinals shut down the 'American show'","Wed Mar 06 08:33:37 EST 2013","World","USA TODAY","717"
"996","Number of Syrian refugees hits one million as war rages on","Wed Mar 06 08:32:24 EST 2013","World","Telegraph.co.uk","104"
"997","US Accuses Iran of Nuke 'Deception and Delay'","Wed Mar 06 08:30:43 EST 2013","World","ABC News","157"
"1002","What is Hugo Chávez's legacy in Venezuela?","Wed Mar 06 08:25:40 EST 2013","World","Christian Science Monitor","1,815"
"1003","Talkative US Cardinals shut down the 'American show'","Wed Mar 06 08:33:37 EST 2013","World","USA TODAY","720"
"1012","Kenya election results delayed by 'technical difficulties'","Wed Mar 06 08:30:49 EST 2013","World","The Guardian","265"
"1013","Hamid Karzai calls on Afghan troops to clean up own act","Wed Mar 06 08:28:44 EST 2013","World","NDTV","53"
"1016","'Prisoner X' worked for Israeli government, Australia foreign minister confirms","Wed Mar 06 08:41:32 EST 2013","World","Fox News","32"
"1017","Premier Wen bids farewell, expresses gratitude","Wed Mar 06 08:41:10 EST 2013","World","Xinhua","392"
"1021","Taliban forces kill 18 Afghan soldiers","Wed Mar 06 07:16:21 EST 2013","World","The Hindu","30"
"1027","Conspiracy clouds the facts in spy fantasy","Wed Mar 06 08:06:37 EST 2013","World","The Australian","32"
"1028","China backs US to curb its neighbour","Wed Mar 06 08:21:46 EST 2013","World","Brisbane Times","295"
"1029","Number of Syrian refugees tops 1 million, UN says","Wed Mar 06 08:45:09 EST 2013","World","Los Angeles Times","104"
"1030","Hugo Chávez: Seven days of mourning after president dies in Caracas","Wed Mar 06 08:51:11 EST 2013","World","The Guardian","1,844"
"1042","Israel had reason to hold Ben Zygier","Wed Mar 06 08:52:25 EST 2013","World","ABC Online","31"
"1052","Divisions block One Malaysia","Wed Mar 06 08:06:22 EST 2013","World","The Australian","990"
"1064","Americans nix conclave briefing; concern of leaks","Wed Mar 06 08:45:02 EST 2013","World","Houston Chronicle","722"
"1065","US accuses Iran of 'deception and delay' with nuclear program","Wed Mar 06 09:05:50 EST 2013","World","Fox News","154"
"1066","Former IRA man and Dublin firm are linked to Calabrian Mafia scam","Tue Mar 05 19:50:40 EST 2013","World","Irish Times","25"
"1070","American cardinals cancel conclave briefing amid concern of leaks","Wed Mar 06 09:05:51 EST 2013","World","Fox News","722"
"1071","Malaysian Forces Kill 13 Clan Supporters","Wed Mar 06 09:12:09 EST 2013","World","Wall Street Journal","986"
"1072","Police Seize Resorts in Italy, in Anti-Mafia Operation Seized Assets worth $600M","Wed Mar 06 09:11:47 EST 2013","World","KpopStarz","26"
"1073","Taliban kill 17 captured Afghan soldiers: Officials","Wed Mar 06 08:42:34 EST 2013","World","Times of India","30"
"1080","Talkative US cardinals shut down the 'American Show'","Wed Mar 06 09:19:34 EST 2013","World","USA TODAY","724"
"1089","Italy's Bersani seeks way forward after vote impasse","Wed Mar 06 09:13:57 EST 2013","World","Reuters","90"
"1096","Italy Seizes Alleged Mafia Assets Worth EUR 450 Mln.","Tue Mar 05 19:21:34 EST 2013","World","RTT News","26"
"1115","Hopes Fade for Swift Kenya Results","Wed Mar 06 08:21:30 EST 2013","World","Wall Street Journal","805"
"1116","Concerned over Maldives political instability, says PM","Wed Mar 06 09:14:48 EST 2013","World","Press Trust of India","95"
"1122","Maldives ex-president freed, 81 others arrested","Wed Mar 06 09:35:39 EST 2013","World","Channel News Asia","95"
"1123","China agrees to sanction North Korea, but how far will it go?","Wed Mar 06 08:40:38 EST 2013","World","Christian Science Monitor","295"
"1129","Arab League discusses giving Syria's seat to opposition","Wed Mar 06 09:35:00 EST 2013","World","Reuters","118"
"1130","Court suspends Egypt's parliament election","Wed Mar 06 09:29:54 EST 2013","World","MiamiHerald.com","147"
"1131","Americans Nix Conclave Briefing; Concern of Leaks","Wed Mar 06 08:54:19 EST 2013","World","ABC News","691"
"1141","Pistorius' Father Says South Africa Doesn't Protect Whites","Wed Mar 06 09:35:21 EST 2013","World","BET","89"
"1142","Uhuru Kenyatta accuses British envoy of 'shadowy, suspicious' role in Kenya ...","Wed Mar 06 09:30:02 EST 2013","World","Telegraph.co.uk","807"
"1149","Nasheed's trial deferred by four weeks","Wed Mar 06 09:07:12 EST 2013","World","The Hindu","95"
"1150","Not everyone surprised at Oscar Pistorius' murder charge","Wed Mar 06 09:40:16 EST 2013","World","CNN","89"
"1160","Maldives ex-president Mohamed Nasheed arrested","Tue Mar 05 06:36:34 EST 2013","World","The Guardian","95"
"1174","Russian solider 'missing' since 1980 found in Afghanistan","Wed Mar 06 09:47:51 EST 2013","World","CNN International","23"
"1175","Chavez's hand-picked successor takes command in Venezuela","Wed Mar 06 09:47:51 EST 2013","World","Fox News","1,900"
"1183","Vatican-style secrecy wins out over US-style transparency as US conclave ...","Wed Mar 06 09:53:27 EST 2013","World","Washington Post","693"
"1195","No more lobster: China's new leader bans official extravagance","Wed Mar 06 10:02:17 EST 2013","World","Fox News","397"
"1196","Ex-Maldives Leader Arrested After Leaving Refuge, Office Says","Tue Mar 05 08:17:34 EST 2013","World","Bloomberg","95"
"1205","Taliban Kill 17 Afghan Soldiers in Once-Quiet Region","Wed Mar 06 10:07:44 EST 2013","World","New York Times","31"
"1222","Kenya: Ballot count begins; charge levied at UK","Wed Mar 06 10:10:00 EST 2013","World","The Associated Press","815"
"1223","Egypt court throws elections timetable into confusion","Wed Mar 06 10:02:18 EST 2013","World","Reuters","13"
"1236","Bersani Vows to End Italy Austerity in Reversal After Defeat","Wed Mar 06 10:24:16 EST 2013","World","Bloomberg","92"
"1252","Syria opposition to receive more assistance from Britain","Wed Mar 06 10:19:13 EST 2013","World","The Guardian","37"
"1253","Chavez's hand-picked successor takes command in Venezuela; election to be ...","Wed Mar 06 10:28:15 EST 2013","World","Fox News","1,949"
"1264","Struggling to stay awake in China's parliament","Wed Mar 06 10:23:52 EST 2013","World","euronews","391"
"1277","Syria crisis: Teenage mother 'becomes millionth refugee'","Wed Mar 06 10:23:35 EST 2013","World","BBC News","119"
"1282","Caracas mood quiet, apprehensive after Chavez death","Wed Mar 06 10:32:33 EST 2013","World","USA TODAY","1,947"
"1287","Armed Filipinos Elusive After Malaysian Assault","Wed Mar 06 10:31:19 EST 2013","World","ABC News","999"
"1305","South Korea Vows Retaliation If Pyongyang Makes Good On Military Threat","Wed Mar 06 10:43:40 EST 2013","World","NPR (blog)","306"
"1348","Kenya elections: Row over spoiled votes","Wed Mar 06 10:57:41 EST 2013","World","BBC News","818"
"1349","Egypt court throws election timetable into disarray","Wed Mar 06 10:49:45 EST 2013","World","Reuters","19"
"1350","S. Korea says it will strike against North's top leadership if provoked","Wed Mar 06 10:53:26 EST 2013","World","Washington Post","309"
"1351","Protests rage in Egypt's Port Said for fourth day","Wed Mar 06 10:26:21 EST 2013","World","Reuters","148"
"1352","A look at Syrian refugees in neighboring countries","Wed Mar 06 10:54:00 EST 2013","World","The Associated Press","120"
"1384","Kenya: Results sent for manual tally in capital","Wed Mar 06 11:08:35 EST 2013","World","Houston Chronicle","818"
"1395","Conclave start seen delayed as Vatican muzzles cardinals","Wed Mar 06 11:05:50 EST 2013","World","Reuters","695"
"1396","solider 'missing' since 1980 found - ABC15.com (KNXV","Wed Mar 06 10:08:52 EST 2013","World","TV)","30"
"1414","Hugo Chavez death: Thousands march with coffin","Wed Mar 06 11:26:01 EST 2013","World","BBC News","2,014"
"1423","Kenya poll results sent for manual tally after electronic system fails; charge ...","Wed Mar 06 11:22:22 EST 2013","World","Fox News","821"
"1424","For Good or Ill, Chávez Altered How Venezuela Views Itself","Wed Mar 06 09:39:49 EST 2013","World","New York Times","64"
"1435","American cardinals cancel popular press briefings ahead of conclave","Wed Mar 06 11:24:07 EST 2013","World","CBS News","699"
