idrss_entries,title,public_date,category,provider,number_of_articles
"1473","How to see Comet Pan-STARRS","Wed Mar 06 11:35:39 EST 2013","Science","Space.com","70"
"1474","How Argentines feel about the Falkland Islands dispute","Wed Mar 06 11:35:59 EST 2013","Science","BBC News","34"
"1510","The Mystery of the Hindenburg Disaster Finally Solved?","Wed Mar 06 11:49:08 EST 2013","Science","TIME","36"
"1608","Raw video: Mt. Etna's spectacular eruption","Wed Mar 06 12:22:58 EST 2013","Science","Houston Chronicle","16"
"1616","Coming Soon: Long-Delayed Decisions on Endangered Species","Wed Mar 06 10:09:35 EST 2013","Science","New York Times","10"
"1650","Higgs boson closer than ever","Wed Mar 06 11:53:22 EST 2013","Science","The Hindu","5"
"1664","Elephants under threat as trade in illegal ivory triples over past decade, UN ...","Wed Mar 06 12:41:26 EST 2013","Science","UN News Centre","116"
"1665","Conservationists Propose Polar Bear Trade Ban, Opponents Cite Global ...","Wed Mar 06 12:44:18 EST 2013","Science","Latinos Post","8"
"1694","Melting Arctic ice to open new shipping lanes","Wed Mar 06 12:55:24 EST 2013","Science","kgw.com (blog)","47"
"1730","Europa's Epsom Salt May Indicate Ocean Biosphere","Wed Mar 06 12:01:08 EST 2013","Science","Discovery News","16"
"1734","A Common Thread: Religion, Elephants & Killing the Ivory Trade","Wed Mar 06 13:10:39 EST 2013","Science","Houston Chronicle (blog)","57"
"1753","Under Its Frozen Exterior, Scientists Say Europa's Ocean Is Salty Like Ours - KUHF","Wed Mar 06 13:11:54 EST 2013","Science","FM","17"
"1754","More Etna Eruption Fireworks","Wed Mar 06 13:18:59 EST 2013","Science","Wired (blog)","19"
"1784","Monster Comet may have Mars in its Crosshairs","Wed Mar 06 12:24:07 EST 2013","Science","National Geographic","37"
"1809","View Comet Pan-STARRS March 6 to 12—With Luck","Wed Mar 06 13:41:18 EST 2013","Science","Patch.com","76"
"1923","Protecting the Solar System... From Us","Wed Mar 06 14:23:08 EST 2013","Science","PBS","97"
"1925","Isolated Canada insists on being a polar bear bad guy: Walkom","Wed Mar 06 14:26:11 EST 2013","Science","Toronto Star","11"
"1949","Is it THE Higgs boson? Can't say yet","Wed Mar 06 14:32:10 EST 2013","Science","NBCNews.com (blog)","9"
"1973","Mount Etna Spews Lava and Hot Gas During Tuesday Night Eruption (VIDEO)","Wed Mar 06 14:00:23 EST 2013","Science","Latinos Post","23"
"1979","Mount Etna Erupts In Italy: Most Active Volcano In Europe Puts Local Sicilian ...","Wed Mar 06 14:44:05 EST 2013","Science","KpopStarz","23"
"2005","Curiosity sleeps as solar blast races toward Mars","Wed Mar 06 14:56:00 EST 2013","Science","The Associated Press","97"
"2026","Brightest comet in recent years visible to the naked eye","Wed Mar 06 14:04:36 EST 2013","Science","WXYZ (blog)","77"
"2052","Girls are lefties, boys are righties","Wed Mar 06 11:36:45 EST 2013","Science","Fox News","4"
"2053","View Comet Pan-STARRS Tonight Through March 12","Wed Mar 06 15:10:01 EST 2013","Science","Patch.com","77"
"2112","This Just in: Higgs Boson Still Boring","Wed Mar 06 15:05:35 EST 2013","Science","Wired (blog)","11"
"2172","Comet may be visible ... if sky clears","Wed Mar 06 15:58:13 EST 2013","Science","Newsbf.com","82"
"2179","WATCH: Mt. Etna's spectacular nighttime eruption","Wed Mar 06 16:03:47 EST 2013","Science","UPI.com (blog)","26"
"2197","Distance to neighbouring galaxy measured","Wed Mar 06 14:01:14 EST 2013","Science","Telegraph.co.uk","9"
"2226","Mount Etna Eruption Lights Up Night Sky, Italian Volcano Gives Locals A Show ...","Wed Mar 06 16:12:58 EST 2013","Science","Auto World News","28"
"2227","The Countries Fueling the Ivory Trade Must Stop Poaching or Face Sanctions","Wed Mar 06 16:14:07 EST 2013","Science","Motherboard (blog)","58"
"2229","Curiosity Rover in Downtime after Sun Blasts Radiation Stream Towards Mars","Wed Mar 06 16:03:48 EST 2013","Science","Nature World News","100"
"2243","Giant ancient camel remains discovered in Canadian Arctic","Tue Mar 05 12:11:15 EST 2013","Science","National Post","60"
"2254","China's solar king Shi 'shocked' at dismissal","Wed Mar 06 16:20:36 EST 2013","Science","Sydney Morning Herald","28"
"2278","Modern Camels Can Be Traced To Giant Creatures That Once Roamed Canada","Wed Mar 06 16:36:57 EST 2013","Science","NPR","61"
"2312","Dr. Shi Fights Back After Removal as Suntech Chairman","Wed Mar 06 16:23:36 EST 2013","Science","Greentech Media","28"
"2334","Mount Etna Eruption Caught on Video, Amazing Footage of Shooting Lava ...","Wed Mar 06 16:59:55 EST 2013","Science","Nature World News","29"
"2362","Helium-burning binary stars give us a new tape measure for the Universe.","Wed Mar 06 17:20:54 EST 2013","Science","Ars Technica","10"
"2373","Old dog bones teach scientists new trick","Wed Mar 06 17:06:33 EST 2013","Science","Los Angeles Times","5"
"2408","Fossils Suggest Giant Descendants Of Modern Camels Roamed The Canadian ...","Wed Mar 06 17:30:44 EST 2013","Science","NPR (blog)","62"
"2426","There Used To Be Freaking Camels In The Arctic","Wed Mar 06 17:37:41 EST 2013","Science","Popular Science","63"
"2463","Massive solar flare heads towards Mars; NASA prepares rover for wild ride","Wed Mar 06 17:56:39 EST 2013","Science","The Space Reporter","103"
"2479","Physicists on Higgs Hunt: Nearly There but Not Yet","Wed Mar 06 17:02:39 EST 2013","Science","ABC News","12"
"2487","Kentuckians Expected To See Bright Comet March 12th, 13th","Wed Mar 06 18:07:59 EST 2013","Science","LEX18 Lexington KY News","89"
"2505","Fossils Suggest Giant Relatives Of Modern Camels Roamed The Canadian Arctic","Wed Mar 06 18:12:09 EST 2013","Science","NPR (blog)","63"
"2506","Data reveal that the Higgs boson still looks like a Higgs boson","Wed Mar 06 18:11:34 EST 2013","Science","Los Angeles Times","14"
"2518","See Mount Etna's incredible volcanic fireworks","Wed Mar 06 18:16:38 EST 2013","Science","msnNOW","30"
"2519","Giant Camels Once Roamed Ancient Arctic","Wed Mar 06 18:08:45 EST 2013","Science","Escapist Magazine","64"
"2530","Global warming could route ships through the North Pole","Wed Mar 06 18:24:10 EST 2013","Science","Medill Reports: Chicago","51"
"2537","Alas, 'Space Invader' Galaxy is Merely a Mirage","Wed Mar 06 18:10:38 EST 2013","Science","PC Magazine","25"
"2557","Chinese Solar Approach Faces Test","Wed Mar 06 18:36:19 EST 2013","Science","Wall Street Journal","29"
"2609","US and Russia unite in bid to strengthen protection for polar bear","Tue Mar 05 11:08:12 EST 2013","Science","The Guardian","12"
"2652","International conference debates fate of endangered species","Wed Mar 06 19:19:22 EST 2013","Science","National Post","13"
"2658","Look Up! From March 5-24, Stargazers Can See Comet Pan-STARRS","Wed Mar 06 19:25:26 EST 2013","Science","Patch.com","90"
"2695","Beyond NASA: Meet the folks who are planning trips to the moon and Mars","Wed Mar 06 19:47:47 EST 2013","Science","NBCNews.com (blog)","47"
"2745","NASA prepares Curiosity rover for huge solar flare","Wed Mar 06 20:09:47 EST 2013","Science","SlashGear","104"
"2777","Vote to ban trade in polar bear parts tomorrow","Wed Mar 06 20:31:38 EST 2013","Science","Washington Times","14"
"2815","Death in the Forests","Wed Mar 06 20:53:55 EST 2013","Science","New York Times","61"
"2827","Giant Camels Were Once Found In The Arctic","Wed Mar 06 20:57:43 EST 2013","Science","Cinema Blend","65"
"2828","'God particle': Confirmation is 'achingly close'","Wed Mar 06 20:55:10 EST 2013","Science","MyFox Phoenix","17"
"2837","NASA Puts Mars Rover Curiosity on Standby After Solar Flare","Wed Mar 06 21:01:04 EST 2013","Science","Space.com","105"
"2838","Comet holds promise for stargazers","Wed Mar 06 20:19:38 EST 2013","Science","Sydney Morning Herald","91"
"2845","Giant Camels Roamed the Icy Canadian Arctic 3.5 Million Years Ago","Wed Mar 06 21:04:08 EST 2013","Science","Counsel & Heal","66"
"2857","Curiosity sleeps as solar eruption barrels toward Mars; other missions operating ...","Wed Mar 06 21:23:22 EST 2013","Science","Washington Post","105"
"2885","What's in Europa's ocean? Scientists say just scratch the surface","Wed Mar 06 21:31:46 EST 2013","Science","Los Angeles Times","20"
"2908","Our Galactic Neighbor 40000 Light-Years Closer To Milky Way Than Previously ...","Wed Mar 06 21:08:49 EST 2013","Science","Latinos Post","14"
"2909","International Delegates To Decide On Polar Bear Protections","Wed Mar 06 21:51:04 EST 2013","Science","Alaska Public Radio Network","16"
"3054","Photo of the Day: Plasma eruption on the sun captured by NASA camera","Wed Mar 06 23:28:46 EST 2013","Science","Dallas Morning News (blog)","108"
"3055","Wanted: Marriage made for Mars - Wilkes Barre Times","Wed Mar 06 23:25:56 EST 2013","Science","Leader","48"
"3090","A visitor from deep space","Wed Mar 06 23:52:07 EST 2013","Science","Methow Valley News","92"
"3094","No meteors are about to hit Earth, but Mars on the other hand…","Thu Mar 07 00:04:01 EST 2013","Science","Digital Trends","49"
"3114","Helium-burning binary stars give us a new tape measure for the Universe","Wed Mar 06 17:20:54 EST 2013","Science","Ars Technica","14"
"3118","Ancient Arctic camels could provide insight into effects of global warming","Thu Mar 07 00:12:07 EST 2013","Science","Science Recorder","68"
"3189","Curiosity in Path of Massive Solar Ejection; What is a Solar Flare and How ...","Thu Mar 07 01:10:34 EST 2013","Science","Latinos Post","111"
"3217","Bid to halt polar bear trade fails","Thu Mar 07 01:18:34 EST 2013","Science","The Guardian","23"
"3231","'Near-mythical' Viking navigational aid found in shipwreck","Wed Mar 06 16:29:14 EST 2013","Science","DigitalJournal.com","14"
"3292","Astronomers pin down distance to Milky Way's neighbour galaxy","Thu Mar 07 02:48:30 EST 2013","Science","Indian Express","15"
"3298","Astronomers gain new tape measure for the universe","Thu Mar 07 02:55:37 EST 2013","Science","TG Daily","16"
"3304","Sky Spy: This comet won't be coming back","Thu Mar 07 03:04:42 EST 2013","Science","Arizona Daily Star","95"
"3339","Incoming comet will probably miss Mars, says NASA","Tue Mar 05 17:29:38 EST 2013","Science","Register","48"
"3363","Conservation body rejects polar bear trade ban","Thu Mar 07 03:50:00 EST 2013","Science","The Associated Press","23"
"3431","Shy Higgs boson continues to vex particle hunters","Wed Mar 06 10:19:07 EST 2013","Science","New Scientist","20"
"3440","Proposal to Ban Trade in Polar Bear Parts Is Rejected","Thu Mar 07 04:52:27 EST 2013","Science","New York Times","29"
"3480","'God particle' looking 'more and more' like Higgs: scientists","Thu Mar 07 05:01:59 EST 2013","Science","Indian Express","21"
"3487","This suggests that there could be life on Jupiter's moon","Thu Mar 07 05:34:15 EST 2013","Science","Daily Mail","21"
"3494","Fossil DNA Analysis Reveal 33000 Years Old Dog Ancestor in Siberia","Wed Mar 06 22:37:54 EST 2013","Science","Nature World News","12"
"3509","Particle looking 'more and more' like Higgs: Scientists","Thu Mar 07 05:46:48 EST 2013","Science","Hindu Business Line","22"
"3533","Higgs boson expert to visit Altnagelvin cancer unit","Thu Mar 07 06:15:40 EST 2013","Science","BBC News","23"
"3534","German Travel Agency Organizes Trip to see Pan-STARRS Comet","Thu Mar 07 06:15:42 EST 2013","Science","French Tribune","97"
"3580","Conservation Body Rejects Polar Bear Trade Ban","Thu Mar 07 06:37:59 EST 2013","Science","ABC News","33"
"3612","Comet Pan-STARRS Invades Northern Skies","Thu Mar 07 07:07:21 EST 2013","Science","Discovery News","97"
"3625","Year of the Comets: 2013 May See Brightest Celestial Show in Years","Thu Mar 07 07:22:57 EST 2013","Science","Space.com","97"
"3686","How to spot comet Pan-STARRS this weekend","Thu Mar 07 07:33:40 EST 2013","Science","TG Daily","99"
"3711","First Evidence of a Viking-Like 'Sunstone' Found","Wed Mar 06 18:07:54 EST 2013","Science","LiveScience.com","13"
"3713","Polar bear trade ban vote defeated at meeting","Thu Mar 07 07:54:29 EST 2013","Science","BBC News","35"
"3714","Mythical Viking 'Sunstone' could have really worked: study","Thu Mar 07 07:53:14 EST 2013","Science","CTV News","14"
"3727","Scientists zero in on identifying 'God particle,' but still require more to say for sure","Thu Mar 07 07:55:06 EST 2013","Science","Fox News","24"
"3736","Researchers Measure Distance to Nearest Galaxy, Say it is 40000 Light Years ...","Thu Mar 07 08:05:26 EST 2013","Science","Nature World News","22"
"3737","Dogs may have been Man's Best Friend for long time","Thu Mar 07 08:08:05 EST 2013","Science","Houston Chronicle (blog)","16"
"3771","Camels, Icons of the Arabian Desert, Originated on Turtle Island","Thu Mar 07 08:31:05 EST 2013","Science","Indian Country Today Media Network.com","75"
"3784","Get Ready For Comet Pan-STARRS To (Briefly) Grace Our Sky","Thu Mar 07 08:00:42 EST 2013","Science","Slate Magazine (blog)","100"
"3785","Astronomers measure distance to nearest galaxy","Thu Mar 07 08:36:18 EST 2013","Science","The Space Reporter","23"
"3789","As Arctic ice melts, full steam ahead for shipping?","Mon Mar 04 18:34:46 EST 2013","Science","USA TODAY","51"
"3825","Comet Invading Northern Skies","Thu Mar 07 09:00:10 EST 2013","Science","Discovery News","101"
"3828","Carbon dioxide levels show biggest spike in 15 years","Thu Mar 07 08:45:21 EST 2013","Science","Times of India","30"
"3895","Egypt's Locust Plague Threatens Israel","Thu Mar 07 09:28:07 EST 2013","Science","NPR (blog)","19"
"3941","Birth of a new particle","Thu Mar 07 09:42:37 EST 2013","Science","The Guardian","28"
"3942","Mars rover Curiosity to sleep through solar storm","Thu Mar 07 09:46:25 EST 2013","Science","Los Angeles Times","119"
"3971","Bid to ban commercial trade in polar bears fails","Thu Mar 07 08:01:52 EST 2013","Science","Los Angeles Times","41"
"3996","Ancient giant camel lived in the Arctic","Thu Mar 07 10:10:17 EST 2013","Science","Telegraph.co.uk","77"
"4007","Ancient giant camels lived in the Arctic","Thu Mar 07 10:15:39 EST 2013","Science","Telegraph.co.uk","77"
"4008","Shipwreck Reveals Mythical Navigational Tool of the Vikings","Thu Mar 07 10:09:47 EST 2013","Science","The Maritime Executive","17"
"4013","Scientists: Vikings' 'mythical' sunstone found","Thu Mar 07 10:15:57 EST 2013","Science","USA TODAY","17"
"4143","Viking 'Sunstone' Not a Myth Anymore? Scientists Uncover Secrets Behind Old ...","Thu Mar 07 11:22:18 EST 2013","Science","Nature World News","18"
"4152","Curiosity sleeps as solar eruption barrels toward Mars","Thu Mar 07 11:22:09 EST 2013","Science","Fox News","124"
"4160","Space Tourist Dennis Tito Announces Quest for Mars by 2018 - Can He Do It?","Thu Mar 07 11:26:18 EST 2013","Science","Singularity Hub","52"
"4191","Mount Etna volcano erupts, lighting up night sky","Thu Mar 07 11:45:25 EST 2013","Science","Telegraph.co.uk","41"
"4192","Large Magellanic Cloud Measurement Suggests Nearby Galaxy Closer Than ...","Thu Mar 07 08:57:36 EST 2013","Science","Huffington Post","25"
"4199","Comet Pan-STARRS visible tonight with naked eye","Thu Mar 07 11:48:38 EST 2013","Science","Fox News","105"
"4267","'Viking sunstone' found in shipwreck","Wed Mar 06 18:46:01 EST 2013","Science","BBC News","19"
"4290","Canadian glaciers face 'big losses'","Thu Mar 07 10:13:51 EST 2013","Science","BBC News","10"
"4295","Cites: bid to curb sale of ivory and rhino horn voted down","Thu Mar 07 11:57:27 EST 2013","Science","The Guardian","49"
"4296","Polar bear trade ban rejected at global meeting","Thu Mar 07 12:22:45 EST 2013","Science","Washington Post","50"
"4326","Rare Binary Stars Provide A Better Yardstick For The Cosmos, And Could Help ...","Thu Mar 07 12:38:19 EST 2013","Science","Popular Science","26"
"4327","Curiosity Rover on Mars Predicted to Encounter Moving Sand Dunes","Thu Mar 07 12:38:15 EST 2013","Science","SETI Institute","125"
"4361","Let's Call a Higgs a Higgs: Physicists Say Particle Discovered at CERN Looks ...","Thu Mar 07 12:46:45 EST 2013","Science","Geekosystem","29"
"4380","Israeli locust plague is a blessing for adventurous palates","Thu Mar 07 12:58:24 EST 2013","Science","The Guardian","20"
"4436","Curiosity Rover Put to Sleep to Wait Out Solar Storm","Thu Mar 07 13:20:08 EST 2013","Science","Wired (blog)","129"
"4462","Mt. Etna Erupts","Thu Mar 07 13:24:34 EST 2013","Science","RTT News","41"
"4474","Vikings' Mythical Sunstone Found","Thu Mar 07 13:36:42 EST 2013","Science","Current TV","20"
"4483","Underground oceans of Jupiter's moon Europa could be 'a wonderful place for ...","Thu Mar 07 13:40:37 EST 2013","Science","National Post","25"
"4484","Scientists measure the distance to the Large Magellanic Cloud and why you care","Thu Mar 07 13:12:16 EST 2013","Science","Catholic Online","25"
"4485","Naked-Eye Comet Pan-STARRS Climbing into Northern Skies","Thu Mar 07 12:52:26 EST 2013","Science","Scientific American (blog)","106"
"4491","Another study finds association between red meat and disease","Thu Mar 07 13:46:34 EST 2013","Science","Los Angeles Times","71"
"4507","Proposed lifeline for polar bears rejected at UN conference","Thu Mar 07 13:53:16 EST 2013","Science","NBCNews.com (blog)","54"
"4532","Thousands of sharks near shore of Florida's spring break beaches","Thu Mar 07 14:02:57 EST 2013","Science","Christian Science Monitor","85"
"4547","Caffeine shot in nectar: for bee memory, not buzz","Thu Mar 07 14:02:00 EST 2013","Science","The Associated Press","7"
"4548","Ancient Mega-Flood on Mars Revealed in 3D","Thu Mar 07 14:05:37 EST 2013","Science","Space.com","4"
"4550","Plants Use Caffeine to Lure Bees, Again and Again, Scientists Find","Thu Mar 07 14:05:11 EST 2013","Science","New York Times","7"
"4553","Canada's Arctic glaciers headed for unstoppable thaw: study","Thu Mar 07 14:10:40 EST 2013","Science","Reuters","12"
"4554","Earth Hotter Now Than Most of Past 11000 Years","Thu Mar 07 14:01:58 EST 2013","Science","Wall Street Journal","11"
"4569","Comet PAN-STARRS to Make Northern Hemisphere Debut Tonight","Thu Mar 07 13:53:30 EST 2013","Science","Science World Report","107"
"4586","World rejects new protections for polar bears","Thu Mar 07 14:20:13 EST 2013","Science","CNN","54"
"4621","Where Bees Get Their Buzz: Caffeine-Laced Nectar","Thu Mar 07 14:44:10 EST 2013","Science","New York Times","8"
"4629","Look to Sky Tonight as Comet Pan-STARRS Makes First Appearance in ...","Thu Mar 07 14:13:29 EST 2013","Science","Patch.com","108"
